Date	Price	Open	High	Low	Volume	Chg%
Sep 28, 2022	59.818	59.549	59.980	59.229	124.49K	0.48%
Sep 27, 2022	59.534	59.411	59.683	59.269	116.22K	0.20%
Sep 26, 2022	59.413	59.786	60.115	59.089	121.34K	-0.60%
Sep 23, 2022	59.773	60.095	60.271	59.637	100.23K	-0.52%
Sep 22, 2022	60.088	59.361	60.249	59.085	107.99K	1.25%
Sep 21, 2022	59.344	59.694	59.872	59.348	91.66K	-0.52%
Sep 20, 2022	59.654	60.158	60.268	59.633	77.70K	-0.80%
Sep 19, 2022	60.132	60.066	60.173	59.747	78.46K	0.09%
Sep 16, 2022	60.077	60.364	60.370	59.886	85.65K	-0.46%
Sep 15, 2022	60.352	60.351	60.590	60.281	86.09K	0.05%
Sep 14, 2022	60.321	60.444	60.504	60.187	91.67K	-0.15%
Sep 13, 2022	60.414	61.082	61.162	60.405	80.78K	-1.06%
Sep 12, 2022	61.062	61.162	61.295	61.001	73.80K	-0.09%
Sep 09, 2022	61.117	60.864	61.314	60.834	84.99K	0.44%
Sep 08, 2022	60.852	60.676	60.958	60.576	92.41K	0.28%
Sep 07, 2022	60.684	60.738	60.795	60.469	97.30K	-0.06%
Sep 06, 2022	60.719	60.710	60.988	60.614	90.87K	0.04%
Sep 05, 2022	60.695	60.724	60.799	60.563	67.95K	0.01%
Sep 02, 2022	60.686	60.583	60.952	60.499	86.13K	0.22%
Sep 01, 2022	60.551	60.541	60.641	60.221	95.37K	0.05%
Aug 31, 2022	60.523	60.859	60.933	60.472	90.93K	-0.50%
Aug 30, 2022	60.827	61.457	61.517	60.708	90.45K	-1.01%
Aug 29, 2022	61.446	61.377	61.561	61.123	77.92K	0.18%
Aug 26, 2022	61.334	61.807	61.863	61.306	74.89K	-0.74%
Aug 25, 2022	61.789	61.544	61.947	61.491	78.47K	0.44%
Aug 24, 2022	61.516	61.651	61.654	61.298	78.62K	-0.18%
Aug 23, 2022	61.629	61.159	61.716	61.140	75.92K	0.81%
Aug 22, 2022	61.136	61.493	61.580	61.146	72.09K	-0.58%
Aug 19, 2022	61.491	61.588	61.636	61.428	73.43K	-0.14%
Aug 18, 2022	61.578	61.465	61.861	61.403	78.91K	0.23%
Aug 17, 2022	61.435	61.697	61.863	61.371	82.45K	-0.40%
Aug 16, 2022	61.681	61.632	61.791	61.361	71.37K	0.11%
Aug 15, 2022	61.613	62.360	62.362	61.449	65.21K	-1.17%
Aug 12, 2022	62.341	62.327	62.577	62.189	71.48K	0.01%
Aug 11, 2022	62.333	61.924	62.492	61.866	78.92K	0.70%
Aug 10, 2022	61.900	61.740	62.003	61.609	74.01K	0.30%
Aug 09, 2022	61.715	61.896	61.958	61.681	68.21K	-0.31%
Aug 08, 2022	61.909	61.371	61.968	61.279	74.65K	0.90%
Aug 05, 2022	61.358	61.533	61.613	61.168	80.17K	-0.27%
Aug 04, 2022	61.527	61.594	62.153	61.511	82.59K	-0.11%
Aug 03, 2022	61.596	61.026	61.685	60.969	83.34K	0.96%
Aug 02, 2022	61.010	61.478	61.523	60.909	93.97K	-0.74%
Aug 01, 2022	61.466	61.923	62.025	61.421	82.53K	-0.87%
Jul 29, 2022	62.006	62.188	62.212	61.673	86.25K	-0.27%
Jul 28, 2022	62.174	62.269	62.386	61.888	88.20K	-0.11%
Jul 27, 2022	62.243	61.969	62.352	61.933	83.46K	0.48%
Jul 26, 2022	61.947	62.043	62.244	61.880	81.03K	-0.10%
Jul 25, 2022	62.007	61.819	62.165	61.666	84.94K	0.34%
Jul 22, 2022	61.798	62.065	62.277	61.757	88.59K	-0.40%
Jul 21, 2022	62.043	62.094	62.234	61.738	91.98K	-0.04%
Jul 20, 2022	62.067	62.058	62.234	61.989	88.83K	0.05%
Jul 19, 2022	62.034	61.642	62.070	61.566	90.80K	0.68%
Jul 18, 2022	61.616	61.258	62.003	61.234	89.37K	0.69%
Jul 15, 2022	61.194	60.911	61.291	60.808	92.65K	0.50%
Jul 14, 2022	60.887	61.418	61.542	60.624	108.46K	-0.81%
Jul 13, 2022	61.383	61.019	61.619	60.958	100.39K	0.63%
Jul 12, 2022	60.998	61.062	61.215	60.945	96.82K	-0.06%
Jul 11, 2022	61.038	61.228	61.273	60.938	89.66K	-0.26%
Jul 08, 2022	61.195	61.068	61.343	60.816	95.26K	0.26%
Jul 07, 2022	61.035	60.629	61.066	60.540	90.96K	0.72%
Jul 06, 2022	60.598	60.819	60.954	60.436	105.67K	-0.32%
Jul 05, 2022	60.791	61.379	61.581	60.603	99.82K	-0.90%
Jul 04, 2022	61.346	61.261	61.491	61.197	65.93K	0.14%
Jul 01, 2022	61.261	61.342	61.373	60.891	92.50K	-0.11%
Jun 30, 2022	61.330	61.226	61.440	61.082	95.83K	0.21%
Jun 29, 2022	61.202	61.358	61.520	61.190	87.80K	-0.20%
Jun 28, 2022	61.326	60.898	61.575	60.891	85.28K	0.74%
Jun 27, 2022	60.876	60.686	60.985	60.581	83.32K	0.36%
Jun 24, 2022	60.658	60.130	60.715	60.079	79.76K	0.90%
Jun 23, 2022	60.117	60.380	60.469	60.024	92.06K	-0.40%
Jun 22, 2022	60.360	60.474	60.571	60.187	86.75K	-0.14%
Jun 21, 2022	60.443	60.034	60.521	60.001	76.62K	0.74%
Jun 20, 2022	60.001	59.820	60.070	59.779	69.55K	0.32%
Jun 17, 2022	59.812	60.209	60.325	59.709	102.29K	-0.62%
Jun 16, 2022	60.187	60.645	60.786	60.168	104.64K	-0.71%
Jun 15, 2022	60.618	60.221	60.774	60.097	103.27K	0.64%
Jun 14, 2022	60.231	60.555	60.674	60.121	106.99K	-0.50%
Jun 13, 2022	60.532	61.131	61.181	60.536	100.24K	-0.93%
Jun 10, 2022	61.099	61.279	61.389	60.938	84.09K	-0.26%
Jun 09, 2022	61.260	61.846	61.958	61.240	77.92K	-0.95%
Jun 08, 2022	61.845	61.970	62.068	61.840	75.39K	-0.17%
Jun 07, 2022	61.949	61.855	62.022	61.575	77.57K	0.17%
Jun 06, 2022	61.847	61.646	61.975	61.611	65.27K	0.39%
Jun 03, 2022	61.606	61.574	61.846	61.518	63.70K	0.09%
Jun 02, 2022	61.551	61.273	61.613	61.163	65.54K	0.48%
Jun 01, 2022	61.256	61.357	61.477	61.181	78.62K	-0.12%
May 31, 2022	61.329	61.278	61.494	61.152	82.08K	0.10%
May 30, 2022	61.265	60.967	61.318	60.945	53.17K	0.48%
May 27, 2022	60.969	60.777	61.039	60.727	70.01K	0.36%
May 26, 2022	60.750	60.500	60.842	60.384	80.23K	0.45%
May 25, 2022	60.478	60.442	60.564	60.217	87.94K	0.09%
May 24, 2022	60.426	60.743	60.787	60.267	89.13K	-0.47%
May 23, 2022	60.712	60.624	60.875	60.559	82.85K	0.15%
May 20, 2022	60.621	60.356	60.791	60.331	94.05K	0.47%
May 19, 2022	60.337	60.365	60.655	60.341	103.48K	-0.02%
May 18, 2022	60.347	60.472	60.651	60.299	82.56K	-0.17%
May 17, 2022	60.449	60.599	60.700	60.260	81.57K	-0.22%
May 16, 2022	60.581	59.946	60.641	59.693	85.68K	0.98%
May 13, 2022	59.994	59.358	60.083	59.333	82.81K	1.11%
May 12, 2022	59.335	59.594	59.708	59.201	106.00K	-0.38%
May 11, 2022	59.560	59.285	59.803	59.242	94.92K	0.50%
May 10, 2022	59.263	59.464	59.614	59.222	103.33K	-0.31%
May 09, 2022	59.450	59.627	59.977	59.431	94.89K	-0.28%
May 06, 2022	59.614	59.616	60.016	59.534	101.01K	0.04%
May 05, 2022	59.592	59.843	59.975	59.478	121.91K	-0.48%
May 04, 2022	59.880	59.538	59.933	59.329	83.17K	0.60%
May 03, 2022	59.525	59.369	59.687	59.355	75.53K	0.27%
May 02, 2022	59.362	59.604	59.611	59.222	71.11K	-0.24%
Apr 29, 2022	59.502	59.866	60.196	59.500	81.67K	-0.57%
Apr 28, 2022	59.844	59.773	59.945	59.489	81.36K	0.15%
Apr 27, 2022	59.754	59.803	60.017	59.578	84.45K	-0.02%
Apr 26, 2022	59.765	60.284	60.355	59.710	76.62K	-0.78%
Apr 25, 2022	60.234	60.186	60.365	60.007	84.61K	0.17%
Apr 22, 2022	60.134	60.624	60.687	60.093	78.30K	-0.77%
Apr 21, 2022	60.600	61.015	61.159	60.561	76.97K	-0.67%
Apr 20, 2022	61.007	60.601	61.154	60.548	74.43K	0.73%
Apr 19, 2022	60.563	60.476	60.791	60.447	67.88K	0.21%
Apr 18, 2022	60.434	60.518	60.545	60.295	60.22K	-0.09%
Apr 15, 2022	60.488	60.547	60.625	60.452	75.87K	-0.05%
Apr 14, 2022	60.519	60.563	60.780	60.284	64.10K	-0.03%
Apr 13, 2022	60.537	60.182	60.626	60.086	64.90K	0.66%
Apr 12, 2022	60.142	60.030	60.514	59.911	62.90K	0.24%
Apr 11, 2022	59.995	60.425	60.454	60.003	60.92K	-0.67%
Apr 08, 2022	60.403	60.311	60.434	60.158	61.97K	0.23%
Apr 07, 2022	60.264	60.545	60.598	60.198	68.39K	-0.45%
Apr 06, 2022	60.535	60.428	60.826	60.309	68.58K	0.22%
Apr 05, 2022	60.403	60.443	60.703	60.344	60.49K	0.02%
Apr 04, 2022	60.392	60.699	60.752	60.334	52.88K	-0.46%
Apr 01, 2022	60.672	60.732	60.888	60.589	58.71K	-0.06%
Mar 31, 2022	60.707	60.743	60.904	60.397	66.03K	0.00%
Mar 30, 2022	60.704	60.519	60.941	60.485	65.71K	0.35%
Mar 29, 2022	60.493	60.777	60.942	60.320	69.14K	-0.45%
Mar 28, 2022	60.767	61.128	61.162	60.387	65.33K	-0.60%
Mar 25, 2022	61.132	60.915	61.204	60.665	61.44K	0.37%
Mar 24, 2022	60.904	60.927	60.973	60.608	61.82K	-0.01%
Mar 23, 2022	60.909	60.588	60.966	60.390	58.75K	0.57%
Mar 22, 2022	60.566	60.577	60.786	60.267	65.42K	0.00%
Mar 21, 2022	60.564	60.350	60.659	60.252	65.01K	0.39%
Mar 18, 2022	60.328	60.139	60.466	60.089	65.96K	0.36%
Mar 17, 2022	60.109	60.109	60.210	59.782	77.46K	0.02%
Mar 16, 2022	60.096	59.857	60.123	59.619	88.44K	0.40%
Mar 15, 2022	59.854	59.615	59.890	59.486	79.16K	0.45%
Mar 14, 2022	59.585	60.036	60.138	59.596	83.80K	-0.71%
Mar 11, 2022	60.010	59.785	60.256	59.650	81.84K	0.47%
Mar 10, 2022	59.728	59.623	59.883	59.338	81.72K	0.20%
Mar 09, 2022	59.606	59.697	59.861	59.492	88.06K	-0.12%
Mar 08, 2022	59.679	60.041	60.204	59.582	105.07K	-0.56%
Mar 07, 2022	60.017	60.026	60.697	59.894	107.34K	0.02%
Mar 04, 2022	60.005	59.907	60.077	59.697	98.16K	0.20%
Mar 03, 2022	59.882	59.883	60.253	59.765	83.16K	0.04%
Mar 02, 2022	59.857	59.472	59.902	59.392	88.04K	0.69%
Mar 01, 2022	59.446	59.566	59.826	59.357	79.96K	-0.16%
Feb 28, 2022	59.542	58.820	59.658	58.632	100.64K	0.82%
Feb 25, 2022	59.056	59.003	59.140	58.725	92.80K	0.10%
Feb 24, 2022	58.998	58.615	59.118	58.483	124.28K	0.68%
Feb 23, 2022	58.602	58.439	58.812	58.428	76.69K	0.30%
Feb 22, 2022	58.429	58.450	58.840	58.363	87.26K	0.02%
Feb 21, 2022	58.418	58.571	58.666	58.366	64.61K	-0.23%
Feb 18, 2022	58.551	59.119	59.161	58.487	77.10K	-0.92%
Feb 17, 2022	59.092	59.150	59.225	59.003	89.82K	-0.09%
Feb 16, 2022	59.143	59.101	59.291	58.999	74.83K	0.11%
Feb 15, 2022	59.075	59.459	59.505	58.928	75.31K	-0.59%
Feb 14, 2022	59.424	59.122	59.494	59.099	91.27K	0.49%
Feb 11, 2022	59.134	59.047	59.479	58.894	93.60K	0.19%
Feb 10, 2022	59.020	59.039	59.439	58.960	74.72K	0.03%
Feb 09, 2022	59.001	58.778	59.093	58.737	55.55K	0.44%
Feb 08, 2022	58.742	58.932	58.994	58.731	69.81K	-0.29%
Feb 07, 2022	58.911	58.488	58.967	58.488	74.66K	0.77%
Feb 04, 2022	58.459	58.879	59.051	58.395	81.15K	-0.69%
Feb 03, 2022	58.864	59.055	59.119	58.844	85.27K	-0.28%
Feb 02, 2022	59.029	58.915	59.171	58.833	68.82K	0.25%
Feb 01, 2022	58.884	58.668	59.113	58.574	74.32K	0.41%
Jan 31, 2022	58.643	58.798	58.961	58.451	75.99K	-0.23%
Jan 28, 2022	58.777	59.020	59.177	58.620	98.38K	-0.38%
Jan 27, 2022	58.999	59.125	59.394	58.983	108.31K	-0.16%
Jan 26, 2022	59.091	59.212	59.639	59.025	94.33K	-0.18%
Jan 25, 2022	59.196	59.069	59.364	58.917	103.86K	0.27%
Jan 24, 2022	59.036	59.135	59.387	58.818	96.80K	-0.12%
Jan 21, 2022	59.104	59.555	59.589	59.085	96.10K	-0.71%
Jan 20, 2022	59.528	59.497	59.730	59.448	79.37K	0.11%
Jan 19, 2022	59.461	59.583	59.821	59.421	82.26K	-0.19%
Jan 18, 2022	59.576	59.328	59.707	59.297	83.49K	0.50%
Jan 17, 2022	59.281	59.060	59.426	59.048	64.18K	0.39%
Jan 14, 2022	59.051	59.081	59.510	58.933	104.83K	-0.02%
Jan 13, 2022	59.061	58.993	59.338	58.988	99.45K	0.16%
Jan 12, 2022	58.969	58.711	59.068	58.672	93.32K	0.49%
Jan 11, 2022	58.680	58.375	58.754	58.351	95.61K	0.54%
Jan 10, 2022	58.366	58.722	58.792	58.324	82.58K	-0.61%
Jan 07, 2022	58.722	58.419	58.803	58.361	65.65K	0.53%
Jan 06, 2022	58.411	58.240	58.559	58.070	73.52K	0.32%
Jan 05, 2022	58.222	58.653	58.705	58.185	61.55K	-0.67%
Jan 04, 2022	58.616	58.371	58.832	58.311	57.82K	0.45%
Jan 03, 2022	58.355	58.957	58.978	58.154	52.87K	-0.96%
Dec 31, 2021	58.923	58.404	59.015	58.183	68.35K	0.92%
Dec 30, 2021	58.385	58.303	58.443	58.058	50.39K	0.17%
Dec 29, 2021	58.286	58.280	58.432	58.180	51.05K	0.08%
Dec 28, 2021	58.241	58.647	58.672	58.184	46.29K	-0.63%
Dec 27, 2021	58.613	58.542	58.698	58.355	42.42K	0.18%
Dec 24, 2021	58.506	58.582	58.664	58.457	81.15K	-0.08%
Dec 23, 2021	58.550	58.788	58.796	58.502	55.20K	-0.37%
Dec 22, 2021	58.768	58.609	58.806	58.429	63.09K	0.29%
Dec 21, 2021	58.597	58.522	58.647	58.266	72.12K	0.18%
Dec 20, 2021	58.494	58.957	59.060	58.476	88.02K	-0.73%
Dec 17, 2021	58.922	59.645	59.659	58.911	114.38K	-1.17%
Dec 16, 2021	59.618	59.490	59.735	59.258	109.37K	0.23%
Dec 15, 2021	59.483	59.128	59.522	59.037	98.23K	0.64%
Dec 14, 2021	59.106	59.172	59.312	59.068	92.10K	-0.08%
Dec 13, 2021	59.151	59.501	59.597	59.089	71.38K	-0.57%
Dec 10, 2021	59.488	59.461	59.665	59.372	66.35K	0.07%
Dec 09, 2021	59.449	59.564	59.682	59.407	66.43K	-0.17%
Dec 08, 2021	59.548	59.663	59.857	59.514	73.88K	-0.15%
Dec 07, 2021	59.635	59.119	59.702	59.048	83.69K	0.92%
Dec 06, 2021	59.092	58.654	59.129	58.583	100.19K	0.91%
Dec 03, 2021	58.558	58.567	58.976	58.416	121.35K	0.07%
Dec 02, 2021	58.517	58.533	58.704	58.359	123.91K	0.03%
Dec 01, 2021	58.501	58.773	58.911	58.334	125.78K	-0.43%
Nov 30, 2021	58.756	58.904	58.968	58.536	131.83K	-0.21%
Nov 29, 2021	58.882	58.677	59.034	58.677	109.12K	0.36%
Nov 26, 2021	58.671	58.895	58.918	58.511	126.80K	-0.37%
Nov 25, 2021	58.888	58.920	59.011	58.751	76.16K	0.01%
Nov 24, 2021	58.883	58.772	58.958	58.554	99.13K	0.22%
Nov 23, 2021	58.754	58.609	58.838	58.391	104.80K	0.27%
Nov 22, 2021	58.596	58.852	58.987	58.570	97.70K	-0.35%
Nov 19, 2021	58.798	58.852	59.005	58.635	89.64K	-0.06%
Nov 18, 2021	58.834	58.881	59.003	58.715	88.99K	-0.05%
Nov 17, 2021	58.863	59.286	59.322	58.867	93.41K	-0.67%
Nov 16, 2021	59.258	59.459	59.604	59.233	89.30K	-0.26%
Nov 15, 2021	59.414	59.238	59.507	59.208	77.11K	0.27%
Nov 12, 2021	59.256	59.074	59.327	58.966	82.62K	0.34%
Nov 11, 2021	59.054	59.570	59.644	58.976	100.20K	-0.84%
Nov 10, 2021	59.552	59.638	59.944	59.490	104.39K	-0.12%
Nov 09, 2021	59.622	59.410	59.660	59.326	91.33K	0.40%
Nov 08, 2021	59.385	59.534	59.667	59.295	82.65K	-0.26%
Nov 05, 2021	59.540	59.863	59.863	59.503	141.95K	-0.49%
Nov 04, 2021	59.835	60.086	60.153	59.757	151.75K	-0.39%
Nov 03, 2021	60.072	60.189	60.240	59.794	150.95K	-0.16%
Nov 02, 2021	60.171	60.501	60.536	60.045	119.44K	-0.53%
Nov 01, 2021	60.490	60.461	60.611	60.402	108.83K	0.05%
Oct 29, 2021	60.460	60.587	60.766	60.401	132.60K	-0.19%
Oct 28, 2021	60.573	60.750	60.764	60.415	143.10K	-0.29%
Oct 27, 2021	60.746	60.491	60.997	60.349	132.40K	0.45%
Oct 26, 2021	60.472	60.599	60.736	60.415	112.12K	-0.19%
Oct 25, 2021	60.585	60.637	60.832	60.504	105.57K	-0.06%
Oct 22, 2021	60.621	60.575	60.793	60.444	67.21K	0.14%
Oct 21, 2021	60.535	60.713	60.891	60.416	62.22K	-0.26%
Oct 20, 2021	60.692	60.767	60.906	60.497	67.60K	-0.08%
Oct 19, 2021	60.741	60.761	60.962	60.656	56.77K	-0.01%
Oct 18, 2021	60.745	60.660	61.005	60.543	66.93K	0.18%
Oct 15, 2021	60.636	60.629	60.799	60.479	57.04K	0.05%
Oct 14, 2021	60.606	60.521	60.869	60.485	55.34K	0.18%
Oct 13, 2021	60.496	60.560	60.645	60.402	63.18K	-0.05%
Oct 12, 2021	60.525	60.404	60.702	60.226	92.02K	0.23%
Oct 11, 2021	60.389	60.223	60.626	60.165	74.03K	0.28%
Oct 08, 2021	60.220	59.626	60.312	59.561	89.39K	1.03%
Oct 07, 2021	59.606	59.404	59.699	59.319	87.71K	0.39%
Oct 06, 2021	59.374	59.263	59.458	59.114	104.63K	0.24%
Oct 05, 2021	59.229	59.248	59.419	59.011	89.33K	0.01%
Oct 04, 2021	59.223	58.614	59.290	58.600	101.00K	1.07%
Oct 01, 2021	58.597	58.498	58.732	58.278	106.06K	0.20%
Sep 30, 2021	58.480	58.246	58.735	58.197	103.92K	0.45%
Sep 29, 2021	58.219	58.485	58.582	58.157	100.86K	-0.43%
Sep 28, 2021	58.468	58.459	58.697	58.402	101.49K	0.03%
Sep 27, 2021	58.448	58.335	58.555	58.233	82.13K	0.22%
Sep 24, 2021	58.318	58.336	58.422	57.987	82.62K	0.03%
Sep 23, 2021	58.298	57.802	58.412	57.728	89.96K	0.91%
Sep 22, 2021	57.774	57.505	58.150	57.463	96.20K	0.43%
Sep 21, 2021	57.524	57.420	57.793	57.396	93.52K	0.17%
Sep 20, 2021	57.428	57.734	57.759	57.140	83.79K	-0.41%
Sep 17, 2021	57.666	58.024	58.187	57.654	70.00K	-0.57%
Sep 16, 2021	57.998	58.119	58.236	57.948	79.74K	-0.19%
Sep 15, 2021	58.111	58.017	58.227	57.847	81.53K	0.19%
Sep 14, 2021	57.998	58.150	58.387	57.992	82.10K	-0.22%
Sep 13, 2021	58.127	57.957	58.239	57.928	64.16K	0.36%
Sep 10, 2021	57.919	58.075	58.358	57.914	73.55K	-0.22%
Sep 09, 2021	58.045	58.153	58.277	57.843	89.13K	-0.13%
Sep 08, 2021	58.118	58.062	58.404	57.770	87.14K	0.08%
Sep 07, 2021	58.074	58.295	58.503	58.027	73.75K	-0.36%
Sep 06, 2021	58.281	58.279	58.363	58.183	42.12K	0.06%
Sep 03, 2021	58.246	58.158	58.469	58.112	71.70K	0.18%
Sep 02, 2021	58.139	57.841	58.191	57.742	66.89K	0.52%
Sep 01, 2021	57.837	57.797	58.114	57.754	71.30K	0.04%
Aug 31, 2021	57.812	58.146	58.271	57.646	73.93K	-0.57%
Aug 30, 2021	58.145	58.210	58.308	58.021	63.50K	-0.04%
Aug 27, 2021	58.171	58.445	58.571	57.989	88.07K	-0.48%
Aug 26, 2021	58.450	58.863	58.948	58.396	70.27K	-0.68%
Aug 25, 2021	58.850	58.899	58.975	58.703	67.97K	-0.05%
Aug 24, 2021	58.882	58.612	58.953	58.532	63.81K	0.49%
Aug 23, 2021	58.597	57.992	58.651	57.897	75.17K	1.08%
Aug 20, 2021	57.970	57.996	58.066	57.450	86.89K	0.01%
Aug 19, 2021	57.966	58.702	58.732	57.967	93.31K	-1.21%
Aug 18, 2021	58.678	58.878	58.967	58.665	74.57K	-0.32%
Aug 17, 2021	58.865	58.992	59.031	58.797	72.39K	-0.18%
Aug 16, 2021	58.970	59.311	59.346	58.955	59.48K	-0.57%
Aug 13, 2021	59.311	59.329	59.410	59.270	56.94K	0.00%
Aug 12, 2021	59.310	59.379	59.434	59.214	60.32K	-0.11%
Aug 11, 2021	59.374	59.434	59.490	59.284	66.71K	-0.09%
Aug 10, 2021	59.430	59.240	59.516	59.099	66.16K	0.36%
Aug 09, 2021	59.215	59.145	59.277	58.995	73.28K	0.15%
Aug 06, 2021	59.127	59.238	59.401	58.983	65.58K	-0.17%
Aug 05, 2021	59.226	59.137	59.425	59.109	67.56K	0.19%
Aug 04, 2021	59.116	59.221	59.326	59.057	66.58K	-0.16%
Aug 03, 2021	59.210	59.428	59.547	59.031	76.61K	-0.36%
Aug 02, 2021	59.421	59.575	59.728	59.406	66.32K	-0.29%
Jul 30, 2021	59.594	59.651	59.883	59.513	75.96K	-0.08%
Jul 29, 2021	59.644	59.457	59.733	59.356	74.29K	0.34%
Jul 28, 2021	59.445	59.121	59.538	59.058	88.34K	0.57%
Jul 27, 2021	59.107	59.235	59.328	59.104	79.73K	-0.25%
Jul 26, 2021	59.255	59.241	59.366	59.120	60.11K	0.03%
Jul 23, 2021	59.237	59.246	59.339	59.056	65.45K	-0.00%
Jul 22, 2021	59.238	59.311	59.402	59.064	76.91K	-0.14%
Jul 21, 2021	59.323	58.777	59.486	58.590	78.87K	0.94%
Jul 20, 2021	58.773	58.712	58.878	58.419	90.98K	0.13%
Jul 19, 2021	58.697	59.167	59.217	58.505	96.32K	-0.77%
Jul 16, 2021	59.150	59.200	59.373	59.111	80.26K	-0.05%
Jul 15, 2021	59.178	59.538	59.635	59.099	82.37K	-0.59%
Jul 14, 2021	59.530	59.604	59.920	59.492	80.98K	-0.13%
Jul 13, 2021	59.610	59.856	59.914	59.473	73.59K	-0.38%
Jul 12, 2021	59.839	59.867	59.915	59.630	73.78K	0.02%
Jul 09, 2021	59.827	59.639	59.923	59.488	83.74K	0.36%
Jul 08, 2021	59.612	59.941	59.970	59.403	93.36K	-0.51%
Jul 07, 2021	59.918	59.836	60.109	59.708	82.92K	0.14%
Jul 06, 2021	59.833	60.215	60.437	59.694	81.42K	-0.59%
Jul 05, 2021	60.191	60.483	60.539	60.051	65.55K	-0.45%
Jul 02, 2021	60.466	59.949	60.554	59.901	69.35K	0.88%
Jul 01, 2021	59.936	59.977	60.286	59.912	69.46K	-0.07%
Jun 30, 2021	59.977	59.912	60.179	59.839	71.32K	0.13%
Jun 29, 2021	59.897	60.205	60.244	59.902	66.19K	-0.49%
Jun 28, 2021	60.191	60.368	60.416	60.159	66.35K	-0.25%
Jun 25, 2021	60.343	60.190	60.425	60.162	66.19K	0.27%
Jun 24, 2021	60.182	60.236	60.421	60.086	71.31K	-0.11%
Jun 23, 2021	60.247	60.402	60.488	60.201	75.23K	-0.22%
Jun 22, 2021	60.382	59.969	60.439	59.790	79.37K	0.70%
Jun 21, 2021	59.961	59.463	60.052	59.391	78.76K	0.87%
Jun 18, 2021	59.442	60.021	60.138	59.405	86.28K	-0.89%
Jun 17, 2021	59.977	59.685	60.271	59.610	86.68K	0.52%
Jun 16, 2021	59.666	60.220	60.327	59.648	72.74K	-0.87%
Jun 15, 2021	60.187	60.269	60.423	60.104	62.67K	-0.10%
Jun 14, 2021	60.250	60.286	60.373	60.157	58.58K	0.03%
Jun 11, 2021	60.235	60.432	60.488	60.143	56.64K	-0.27%
Jun 10, 2021	60.398	60.261	60.517	60.180	61.54K	0.25%
Jun 09, 2021	60.249	60.239	60.492	60.182	54.33K	0.05%
Jun 08, 2021	60.220	60.269	60.399	60.184	58.43K	-0.03%
Jun 07, 2021	60.238	60.348	60.401	60.135	47.74K	-0.08%
Jun 04, 2021	60.285	60.333	60.418	60.167	64.06K	-0.08%
Jun 03, 2021	60.334	60.628	60.800	60.240	62.90K	-0.46%
Jun 02, 2021	60.610	60.364	60.747	60.323	63.86K	0.44%
Jun 01, 2021	60.345	60.111	60.678	60.092	64.44K	0.41%
May 31, 2021	60.095	59.992	60.234	59.897	67.13K	0.21%
May 28, 2021	59.968	60.275	60.285	59.814	68.42K	-0.45%
May 27, 2021	60.242	60.004	60.290	59.855	73.60K	0.41%
May 26, 2021	59.995	60.311	60.423	59.962	74.84K	-0.55%
May 25, 2021	60.326	60.472	60.539	60.254	77.93K	-0.25%
May 24, 2021	60.475	60.451	60.567	60.288	66.89K	0.24%
May 21, 2021	60.329	60.538	60.584	60.215	79.79K	-0.33%
May 20, 2021	60.529	60.378	60.633	60.207	80.61K	0.33%
May 19, 2021	60.330	60.546	60.699	60.242	91.72K	-0.34%
May 18, 2021	60.537	60.768	60.960	60.458	69.79K	-0.36%
May 17, 2021	60.754	60.589	60.819	60.347	74.90K	0.35%
May 14, 2021	60.540	60.433	60.612	60.226	78.32K	0.23%
May 13, 2021	60.400	60.610	60.861	60.210	98.41K	-0.32%
May 12, 2021	60.593	60.630	60.954	60.537	96.42K	-0.02%
May 11, 2021	60.606	60.726	60.832	60.535	89.78K	-0.15%
May 10, 2021	60.697	60.257	60.790	60.257	80.51K	0.54%
May 07, 2021	60.369	60.600	60.610	60.163	80.33K	-0.33%
May 06, 2021	60.566	60.165	60.615	60.065	83.96K	0.68%
May 05, 2021	60.157	59.927	60.287	59.898	72.47K	0.40%
May 04, 2021	59.914	60.129	60.195	59.765	84.42K	-0.32%
May 03, 2021	60.106	60.294	60.462	60.024	62.21K	-0.22%
Apr 30, 2021	60.237	60.332	60.466	60.043	81.78K	-0.14%
Apr 29, 2021	60.319	60.485	60.637	60.093	81.76K	-0.27%
Apr 28, 2021	60.481	60.178	60.524	59.878	80.07K	0.56%
Apr 27, 2021	60.145	60.307	60.382	60.075	74.65K	-0.21%
Apr 26, 2021	60.271	60.030	60.424	59.901	81.91K	0.37%
Apr 23, 2021	60.047	60.058	60.223	59.907	72.63K	-0.01%
Apr 22, 2021	60.050	60.360	60.409	59.898	82.89K	-0.48%
Apr 21, 2021	60.342	59.795	60.559	59.661	79.55K	0.95%
Apr 20, 2021	59.773	59.726	60.186	59.629	82.67K	0.12%
Apr 19, 2021	59.703	59.661	60.060	59.492	74.34K	0.20%
Apr 16, 2021	59.586	59.603	59.692	59.337	72.02K	0.03%
Apr 15, 2021	59.566	59.950	60.173	59.548	78.54K	-0.61%
Apr 14, 2021	59.930	60.048	60.084	59.724	73.70K	-0.17%
Apr 13, 2021	60.030	59.696	60.096	59.599	73.56K	0.60%
Apr 12, 2021	59.674	59.625	59.968	59.494	74.32K	0.10%
Apr 09, 2021	59.615	59.362	59.678	59.248	78.39K	0.44%
Apr 08, 2021	59.354	58.989	59.403	58.857	75.18K	0.67%
